Gene stable ID	Macaque gene stable ID	Macaque gene name	Gene name
ENSMUSG00000042870	ENSMMUG00000013383	TOM1	Tom1
ENSMUSG00000030104	ENSMMUG00000065088	EDEM1	Edem1
ENSMUSG00000019853	ENSMMUG00000000122	HEBP2	Hebp2
ENSMUSG00000002980	ENSMMUG00000003273	BCAM	Bcam
ENSMUSG00000024958	ENSMMUG00000010390	GPR137	Gpr137
ENSMUSG00000019852	ENSMMUG00000019927	ARFGEF3	Arfgef3
ENSMUSG00000040505	ENSMMUG00000008080	ABCG5	Abcg5
ENSMUSG00000028578	ENSMMUG00000006073	CAAP1	Caap1
ENSMUSG00000029125	ENSMMUG00000020204	STX18	Stx18
ENSMUSG00000036921	ENSMMUG00000058332	TEX46	Tex46
ENSMUSG00000071424	ENSMMUG00000002366	GRID2	Grid2
ENSMUSG00000048772	ENSMMUG00000064464	TMEM53	Tmem53
ENSMUSG00000005413	ENSMMUG00000007221	HMOX1	Hmox1
ENSMUSG00000070683	ENSMMUG00000041482	LACTBL1	Lactbl1
ENSMUSG00000039062	ENSMMUG00000014983	ANPEP	Anpep
ENSMUSG00000005410	ENSMMUG00000021054	MCM5	Mcm5
ENSMUSG00000022472	ENSMMUG00000050219	DESI1	Desi1
ENSMUSG00000079550	ENSMMUG00000018151	MPP4	Mpp4
ENSMUSG00000023952	ENSMMUG00000008890	GTPBP2	Gtpbp2
ENSMUSG00000064775	ENSMMUG00000026610	U6	Gm25205
ENSMUSG00000073043	ENSMMUG00000002367	ATOH1	Atoh1
ENSMUSG00000028577	ENSMMUG00000064752	PLAA	Plaa
ENSMUSG00000002428	ENSMMUG00000005526	HLTF	Hltf
ENSMUSG00000030213	ENSMMUG00000003664	ATF7IP	Atf7ip
ENSMUSG00000001105	ENSMMUG00000019143	IFT20	Ift20
ENSMUSG00000019851	ENSMMUG00000049387	PERP	Perp
ENSMUSG00000063480	ENSMMUG00000042546	SNU13	Snu13
ENSMUSG00000019850	ENSMMUG00000008869	TNFAIP3	Tnfaip3
ENSMUSG00000033122	ENSMMUG00000007990	HSD17B3	Hsd17b3
ENSMUSG00000022208	ENSMMUG00000041108	JPH4	Jph4
ENSMUSG00000075524	ENSMMUG00000007290		4930407I10Rik
ENSMUSG00000032280	ENSMMUG00000014023	TLE3	Tle3
ENSMUSG00000055737	ENSMMUG00000001336	GHR	Ghr
ENSMUSG00000024959	ENSMMUG00000060596	BAD	Bad
ENSMUSG00000028576	ENSMMUG00000006076	IFT74	Ift74
ENSMUSG00000034472	ENSMMUG00000061659	RASD2	Rasd2
ENSMUSG00000036545	ENSMMUG00000002488	ADAMTS2	Adamts2
ENSMUSG00000022209	ENSMMUG00000021849	DHRS2	Dhrs2
ENSMUSG00000095546	ENSMMUG00000063989	SYCP3	Gm10230
ENSMUSG00000033114	ENSMMUG00000007992	SLC35D2	Slc35d2
ENSMUSG00000110469	ENSMMUG00000018679	GAPDH	Gm10358
ENSMUSG00000031620	ENSMMUG00000047563	IQCM	Iqcm
ENSMUSG00000024960	ENSMMUG00000012948	PLCB3	Plcb3
ENSMUSG00000030007	ENSMMUG00000012448	CCT7	Cct7
ENSMUSG00000023953	ENSMMUG00000008903	POLH	Polh
ENSMUSG00000119744	ENSMMUG00000028494	U6	Gm23570
ENSMUSG00000045591	ENSMMUG00000047350	OLIG3	Olig3
ENSMUSG00000022718	ENSMMUG00000020098	DGCR8	Dgcr8
ENSMUSG00000020009	ENSMMUG00000062426	IFNGR1	Ifngr1
ENSMUSG00000037605	ENSMMUG00000002588	ADGRL3	Adgrl3
ENSMUSG00000019539	ENSMMUG00000051545		Rcn3
ENSMUSG00000019539	ENSMMUG00000009787		Rcn3
ENSMUSG00000007570	ENSMMUG00000015906	FANCE	Fance
ENSMUSG00000095293	ENSMMUG00000063989	SYCP3	Gm10058
ENSMUSG00000022210	ENSMMUG00000007350		Dhrs4
ENSMUSG00000022210	ENSMMUG00000007465		Dhrs4
ENSMUSG00000037278	ENSMMUG00000054461	TMEM97	Tmem97
ENSMUSG00000089184	ENSMMUG00000024834	SNORA70	Gm22947
ENSMUSG00000044807	ENSMMUG00000002485	ZNF354C	Zfp354c
ENSMUSG00000049799	ENSMMUG00000006079	LRRC19	Lrrc19
ENSMUSG00000017376	ENSMMUG00000018719	NLK	Nlk
ENSMUSG00000028677	ENSMMUG00000023784	RNF220	Rnf220
ENSMUSG00000022184	ENSMMUG00000042412	FBXO4	Fbxo4
ENSMUSG00000034160	ENSMMUG00000015238	OGT	Ogt
ENSMUSG00000036550	ENSMMUG00000014625	CNOT1	Cnot1
ENSMUSG00000080452	ENSMMUG00000033642	MIR1306	Mir1306
ENSMUSG00000093246	ENSMMUG00000041635	MIR3618	Mir3618
ENSMUSG00000013539	ENSMMUG00000020233	TANGO2	Tango2
ENSMUSG00000039760	ENSMMUG00000013562	IL22RA2	Il22ra2
ENSMUSG00000039043	ENSMMUG00000029507	ARPIN	Arpin
ENSMUSG00000044934	ENSMMUG00000060597	ZNF367	Zfp367
ENSMUSG00000028273	ENSMMUG00000022246	PDLIM5	Pdlim5
ENSMUSG00000056755	ENSMMUG00000011231	GRM7	Grm7
ENSMUSG00000020007	ENSMMUG00000013566	IL20RA	Il20ra
ENSMUSG00000040525	ENSMMUG00000049451	CBLC	Cblc
ENSMUSG00000049489	ENSMMUG00000011480	CCNQ	Ccnq
ENSMUSG00000022186	ENSMMUG00000011027	OXCT1	Oxct1
ENSMUSG00000021476	ENSMMUG00000011369	HABP4	Habp4
ENSMUSG00000072640	ENSMMUG00000044661		Lyrm9
ENSMUSG00000050473	ENSMMUG00000055984	SLC35D3	Slc35d3
ENSMUSG00000056612	ENSMMUG00000004924		Ppp1r14b
ENSMUSG00000056612	ENSMMUG00000037977		Ppp1r14b
ENSMUSG00000020003	ENSMMUG00000016382	PEX7	Pex7
ENSMUSG00000000617	ENSMMUG00000017587	GRM6	Grm6
ENSMUSG00000030214	ENSMMUG00000003665	PLBD1	Plbd1
ENSMUSG00000024254	ENSMMUG00000008081	ABCG8	Abcg8
ENSMUSG00000024962	ENSMMUG00000012944	VEGFB	Vegfb
ENSMUSG00000033102	ENSMMUG00000008002	CDC14C	Cdc14b
ENSMUSG00000033102	ENSMMUG00000005997	CDC14B	Cdc14b
ENSMUSG00000017309	ENSMMUG00000013263	CD300LG	Cd300lg
ENSMUSG00000065464	ENSMMUG00000026849	mml-mir-185	Mir185
ENSMUSG00000000326	ENSMMUG00000054068	COMT	Comt
ENSMUSG00000071489	ENSMMUG00000000024	PTGDR	Ptgdr
ENSMUSG00000003420	ENSMMUG00000063172		Fcgrt
ENSMUSG00000003420	ENSMMUG00000012273		Fcgrt
ENSMUSG00000057604	ENSMMUG00000001814	LMCD1	Lmcd1
ENSMUSG00000068117	ENSMMUG00000031012	MEI1	Mei1
ENSMUSG00000071369	ENSMMUG00000016376	MAP3K5	Map3k5
ENSMUSG00000026632	ENSMMUG00000031430	TATDN3	Tatdn3
ENSMUSG00000047013	ENSMMUG00000047722	FBXO41	Fbxo41
ENSMUSG00000024963	ENSMMUG00000012942	DNAJC4	Dnajc4
ENSMUSG00000037759	ENSMMUG00000000023	PTGER2	Ptger2
ENSMUSG00000028664	ENSMMUG00000023382	EPHB2	Ephb2
ENSMUSG00000065495	ENSMMUG00000026908	MIR150	Mir150
ENSMUSG00000038244	ENSMMUG00000020953	MICAL2	Mical2
ENSMUSG00000022211	ENSMMUG00000007357	CARMIL3	Carmil3
ENSMUSG00000094624	ENSMMUG00000063989	SYCP3	Gm4836
ENSMUSG00000037349	ENSMMUG00000012941	NUDT22	Nudt22
ENSMUSG00000075704	ENSMMUG00000017147	TXNRD2	Txnrd2
ENSMUSG00000050232	ENSMMUG00000032424	CXCR3	Cxcr3
ENSMUSG00000067150	ENSMMUG00000015193	XPO5	Xpo5
ENSMUSG00000071341	ENSMMUG00000061319	EGR4	Egr4
ENSMUSG00000047656	ENSMMUG00000012940	TRPT1	Trpt1
ENSMUSG00000096457	ENSMMUG00000063989	SYCP3	Gm10147
ENSMUSG00000034387	ENSMMUG00000009699	SSUH2	Ssu2
ENSMUSG00000024965	ENSMMUG00000012939	FERMT3	Fermt3
ENSMUSG00000045010	ENSMMUG00000014885		Gm4779
ENSMUSG00000045010	ENSMMUG00000055450		Gm4779
ENSMUSG00000045010	ENSMMUG00000017783		Gm4779
ENSMUSG00000049321	ENSMMUG00000008978	ZFP2	Zfp2
ENSMUSG00000046774	ENSMMUG00000014885		8030474K03Rik
ENSMUSG00000046774	ENSMMUG00000055450		8030474K03Rik
ENSMUSG00000046774	ENSMMUG00000017783		8030474K03Rik
ENSMUSG00000062694	ENSMMUG00000053020	CAV3	Cav3
ENSMUSG00000019996	ENSMMUG00000016373	MAP7	Map7
ENSMUSG00000040265	ENSMMUG00000007273	DNM3	Dnm3
ENSMUSG00000049112	ENSMMUG00000009703	OXTR	Oxtr
ENSMUSG00000024966	ENSMMUG00000012953	STIP1	Stip1
ENSMUSG00002074965	ENSMMUG00000059863	U6	Gm55623
ENSMUSG00000119802	ENSMMUG00000050530	U6	Gm23002
ENSMUSG00000119802	ENSMMUG00000057581	U6	Gm23002
ENSMUSG00000119802	ENSMMUG00000024948	U6	Gm23002
ENSMUSG00000119802	ENSMMUG00000055099	U6	Gm23002
ENSMUSG00000029706	ENSMMUG00000015429	PAX4	Pax4
ENSMUSG00000118638	ENSMMUG00000014885		Gm3858
ENSMUSG00000118638	ENSMMUG00000055450		Gm3858
ENSMUSG00000118638	ENSMMUG00000017783		Gm3858
ENSMUSG00000079481	ENSMMUG00000021924	NHSL2	Nhsl2
ENSMUSG00000036905	ENSMMUG00000058486	C1QB	C1qb
ENSMUSG00000037805	ENSMMUG00000015907	RPL10A	Rpl10a
ENSMUSG00000017314	ENSMMUG00000032617	MPP2	Mpp2
ENSMUSG00000095887	ENSMMUG00000063989	SYCP3	Gm10096
ENSMUSG00000036896	ENSMMUG00000020756	C1QC	C1qc
ENSMUSG00000118668	ENSMMUG00000007610	RPS6KA4	Rps6ka4
ENSMUSG00000039652	ENSMMUG00000015050	CPEB3	Cpeb3
ENSMUSG00000028661	ENSMMUG00000020754	EPHA8	Epha8
ENSMUSG00000021482	ENSMMUG00000008295	PRXL2C	Prxl2c
ENSMUSG00000049191	ENSMMUG00000059483	RTL5	Rtl5
ENSMUSG00000060862	ENSMMUG00000018618	ZBTB40	Zbtb40
ENSMUSG00000079480	ENSMMUG00000055786	PIN4	Pin4
ENSMUSG00000022181	ENSMMUG00000021034	C6	C6
ENSMUSG00000020335	ENSMMUG00000008976	ZNF354B	Zfp354b
ENSMUSG00000051220	ENSMMUG00000012957	ERCC6L	Ercc6l
ENSMUSG00000021830	ENSMMUG00000006997	TXNDC16	Txndc16
ENSMUSG00000031320	ENSMMUG00000003295	RPS4X	Rps4x
ENSMUSG00000020826	ENSMMUG00000010083	NOS2	Nos2
ENSMUSG00000006386	ENSMMUG00000006080	TEK	Tek
ENSMUSG00000024120	ENSMMUG00000019841	LRPPRC	Lrpprc
ENSMUSG00000037608	ENSMMUG00000003710	BCLAF1	Bclaf1
ENSMUSG00002076820	ENSMMUG00000032910	U6	Gm55611
ENSMUSG00000048424	ENSMMUG00000059966	RANBP3L	Ranbp3l
ENSMUSG00000067567	ENSMMUG00000003296	CITED1	Hdac8
ENSMUSG00000022253	ENSMMUG00000015226	NADK2	Nadk2
ENSMUSG00000054115	ENSMMUG00000015225	SKP2	Skp2
ENSMUSG00000062510	ENSMMUG00000019287	NSL1	Nsl1
ENSMUSG00000034055	ENSMMUG00000007593	PHKA1	Phka1
ENSMUSG00000029920	ENSMMUG00000022242	SMARCAD1	Smarcad1
ENSMUSG00000070126	ENSMMUG00000027103	mml-mir-199a-1	Mir199a-2
ENSMUSG00000065516	ENSMMUG00000026913	mml-mir-214	Mir214
ENSMUSG00000026630	ENSMMUG00000015056	BATF3	Batf3
ENSMUSG00000067148	ENSMMUG00000015192	POLR1C	Polr1c
ENSMUSG00000021483	ENSMMUG00000010438	CDK20	Cdk20
ENSMUSG00000017316	ENSMMUG00000003206	PPY	Ppy
ENSMUSG00000091017	ENSMMUG00000052576	GARIN4	Garin4
ENSMUSG00000056055	ENSMMUG00000023359	SAG	Sag
ENSMUSG00000044542	ENSMMUG00000057777	PROP1	Prop1
ENSMUSG00000035545	ENSMMUG00000021629	LENG8	Leng8
ENSMUSG00000036856	ENSMMUG00000061414	WNT4	Wnt4
ENSMUSG00000017311	ENSMMUG00000009715	PYY	Pyy
ENSMUSG00000023307	ENSMMUG00000004816	MARCHF5	Marchf5
ENSMUSG00000071074	ENSMMUG00000023322	YIPF3	Yipf3
ENSMUSG00000028575	ENSMMUG00000061449	EQTN	Eqtn
ENSMUSG00000039704	ENSMMUG00000015223	LMBRD2	Lmbrd2
ENSMUSG00000096537	ENSMMUG00000059648	FAM240B	Fam240b
ENSMUSG00000048217	ENSMMUG00000009713	NAGS	Nags
ENSMUSG00000089143	ENSMMUG00000057141	U6	Gm25268
ENSMUSG00000056999	ENSMMUG00000023267	IDE	Ide
ENSMUSG00000032846	ENSMMUG00000002532	ZSWIM6	Zswim6
ENSMUSG00000042638	ENSMMUG00000057471	GUCY2C	Gucy2c
ENSMUSG00000071180	ENSMMUG00000021815	SMIM15	Smim15
ENSMUSG00000026628	ENSMMUG00000012185	ATF3	Atf3
ENSMUSG00000006699	ENSMMUG00000022009	CDC42	Cdc42
ENSMUSG00000020364	ENSMMUG00000041519	ZNF354A	Zfp354a
ENSMUSG00000039109	ENSMMUG00000001248	F13A1	F13a1
ENSMUSG00000002249	ENSMMUG00000015909	TEAD3	Tead3
ENSMUSG00000026024	ENSMMUG00000018155	ALS2	Als2
ENSMUSG00000022212	ENSMMUG00000007360	CPNE6	Cpne6
ENSMUSG00000118669	ENSMMUG00000017153	ARVCF	Arvcf
ENSMUSG00000020921	ENSMMUG00000059624	TMEM101	Tmem101
ENSMUSG00000019528	ENSMMUG00000005521	GYG1	Gyg
ENSMUSG00000012443	ENSMMUG00000023266	KIF11	Kif11
ENSMUSG00000022797	ENSMMUG00000002114	TFRC	Tfrc
ENSMUSG00000061469	ENSMMUG00000050539	MSANTD5	Msantd5
ENSMUSG00000019992	ENSMMUG00000003709	MTFR2	Mtfr2
ENSMUSG00000020922	ENSMMUG00000006804	LSM12	Lsm12
ENSMUSG00000053175	ENSMMUG00000055187	BCL3	Bcl3
ENSMUSG00000045942	ENSMMUG00000050539	MSANTD5	BC049762
ENSMUSG00000001865	ENSMMUG00000005519	CPA3	Cpa3
ENSMUSG00000036273	ENSMMUG00000015857	LRRK2	Lrrk2
ENSMUSG00000019990	ENSMMUG00000003708	PDE7B	Pde7b
ENSMUSG00000001123	ENSMMUG00000004245	LGALS13	Lgals9
ENSMUSG00000001123	ENSMMUG00000048215	LGALS14	Lgals9
ENSMUSG00000067889	ENSMMUG00000020359	SPTBN2	Sptbn2
ENSMUSG00000065089	ENSMMUG00000025257	SNORA46	Gm26493
ENSMUSG00000065211	ENSMMUG00000025577	SNORA50A	Gm26265
ENSMUSG00000105690	ENSMMUG00000040893	SNORA50A	Gm26265
ENSMUSG00000063810	ENSMMUG00000002819	ALMS1	Alms1
ENSMUSG00000061104	ENSMMUG00000010416	SAP18	Sap18b
ENSMUSG00000078520	ENSMMUG00000003887		Cela3a
ENSMUSG00000036534	ENSMMUG00000006001	SLC38A7	Slc38a7
ENSMUSG00000062627	ENSMMUG00000011800	MYSM1	Mysm1
ENSMUSG00000022791	ENSMMUG00000000972	TNK2	Tnk2
ENSMUSG00000030785	ENSMMUG00000058046	COX6A2	Cox6a2
ENSMUSG00000021622	ENSMMUG00000006932	CKMT2	Ckmt2
ENSMUSG00000071073	ENSMMUG00000051917	LRRC73	Lrrc73
ENSMUSG00000003429	ENSMMUG00000007549		Rps11
ENSMUSG00000003429	ENSMMUG00000044284		Rps11
ENSMUSG00000026694	ENSMMUG00000007266	METTL13	Eef1aknmt
ENSMUSG00000021708	ENSMMUG00000039944	RASGRF2	Rasgrf2
ENSMUSG00000061130	ENSMMUG00000022261	PPM1B	Ppm1b
ENSMUSG00000011463	ENSMMUG00000062175	CPB1	Cpb1
ENSMUSG00000064767	ENSMMUG00000025503		Snord35b
ENSMUSG00000064767	ENSMMUG00000053168		Snord35b
ENSMUSG00000014686	ENSMMUG00000064653	CEACAM16	Ceacam16
ENSMUSG00000029919	ENSMMUG00000022244	HPGDS	Hpgds
ENSMUSG00000114133	ENSMMUG00000003636	BTF3L4	Btf3l4b
ENSMUSG00000087839	ENSMMUG00000052877	U6	Gm23955
ENSMUSG00000087839	ENSMMUG00000034327	U6	Gm23955
ENSMUSG00000031672	ENSMMUG00000006000	GOT2	Got2
ENSMUSG00000054988	ENSMMUG00000020680	AGTR1	Agtr1b
ENSMUSG00000049625	ENSMMUG00000053558	TIFAB	Tifab
ENSMUSG00000070873	ENSMMUG00000021881		Lilra5
ENSMUSG00000070873	ENSMMUG00000048321		Lilra5
ENSMUSG00000070873	ENSMMUG00000046629		Lilra5
ENSMUSG00000070873	ENSMMUG00000013289		Lilra5
ENSMUSG00000070873	ENSMMUG00000044622		Lilra5
ENSMUSG00000070873	ENSMMUG00000041249		Lilra5
ENSMUSG00000070873	ENSMMUG00000016577	LILRA5	Lilra5
ENSMUSG00000070873	ENSMMUG00000052841		Lilra5
ENSMUSG00000070873	ENSMMUG00000016578		Lilra5
ENSMUSG00000070873	ENSMMUG00000047009	LILRB4	Lilra5
ENSMUSG00000070873	ENSMMUG00000041442	LILRAB	Lilra5
ENSMUSG00000070873	ENSMMUG00000063299		Lilra5
ENSMUSG00000070873	ENSMMUG00000016574	LILRB5	Lilra5
ENSMUSG00000061306	ENSMMUG00000003292	SLC38A10	Slc38a10
ENSMUSG00000048904	ENSMMUG00000004770	NEUROG1	Neurog1
ENSMUSG00000060032	ENSMMUG00000018013	H2AJ	H2aj
ENSMUSG00000021508	ENSMMUG00000004771	CXCL14	Cxcl14
ENSMUSG00000033760	ENSMMUG00000010577	RBM4B	Rbm4b
ENSMUSG00000089694	ENSMMUG00000048536		Nat8f7
ENSMUSG00000019986	ENSMMUG00000009368	AHI1	Ahi1
ENSMUSG00000048897	ENSMMUG00000014831		Zfp710
ENSMUSG00000037499	ENSMMUG00000002142	NENF	Nenf
ENSMUSG00000049092	ENSMMUG00000006998	GPR137C	Gpr137c
ENSMUSG00000021509	ENSMMUG00000001951	SLC25A48	Slc25a48
ENSMUSG00000026627	ENSMMUG00000002141	PACC1	Pacc1
ENSMUSG00000051262	ENSMMUG00000048536		Nat8f3
ENSMUSG00000023433	ENSMMUG00000003887		Cela3b
ENSMUSG00000040632	ENSMMUG00000007361	NRL	Nrl
ENSMUSG00000021538	ENSMMUG00000001950	IL9	Il9
ENSMUSG00000035509	ENSMMUG00000001948	FBXL21	Fbxl21
ENSMUSG00000079495	ENSMMUG00000048536		Nat8f6
ENSMUSG00000070738	ENSMMUG00000005646	DGKD	Dgkd
ENSMUSG00000062991	ENSMMUG00000000208	NRG1	Nrg1
ENSMUSG00000079494	ENSMMUG00000048536		Nat8f5
ENSMUSG00000052684	ENSMMUG00000059326	JUN	Jun
ENSMUSG00000030004	ENSMMUG00000048536		Nat8
ENSMUSG00000052539	ENSMMUG00000017817	MAGI3	Magi3
ENSMUSG00000021831	ENSMMUG00000029350	ERO1A	Ero1a
ENSMUSG00000033634	ENSMMUG00000048536		Nat8f2
ENSMUSG00000021539	ENSMMUG00000001947	LECT2	Lect2
ENSMUSG00000035818	ENSMMUG00000001218	PLEKHS1	Plekhs1
ENSMUSG00000029917	ENSMMUG00000050565	QRFPR	Qrfprl
ENSMUSG00000028763	ENSMMUG00000014828	HSPG2	Hspg2
ENSMUSG00000042178	ENSMMUG00000000895	ARMC5	Armc5
ENSMUSG00000057726	ENSMMUG00000011719	SERPINB9	Serpinb9g
ENSMUSG00000024131	ENSMMUG00000006310	SLC3A1	Slc3a1
ENSMUSG00000068299	ENSMMUG00000048536		Nat8f4
ENSMUSG00000047889	ENSMMUG00000037816	SERPINB6	Serpinb6d
ENSMUSG00000057103	ENSMMUG00000048536		Nat8f1
ENSMUSG00000049848	ENSMMUG00000010247	CEACAM19	Ceacam19
ENSMUSG00000037446	ENSMMUG00000005064	TULP1	Tulp1
ENSMUSG00000021832	ENSMMUG00000029348		Psmc6
ENSMUSG00000021832	ENSMMUG00000049010		Psmc6
ENSMUSG00000026023	ENSMMUG00000014321	CDK15	Cdk15
ENSMUSG00000069248	ENSMMUG00000037816	SERPINB6	Serpinb6e
ENSMUSG00000062524	ENSMMUG00000004323	NCR1	Ncr1
ENSMUSG00000052180	ENSMMUG00000037816	SERPINB6	Serpinb6c
ENSMUSG00000019982	ENSMMUG00000018166	MYB	Myb
ENSMUSG00000030770	ENSMMUG00000020956	PARVA	Parva
ENSMUSG00000059395	ENSMMUG00000052539	NKAPL	Nkapl
ENSMUSG00000078139	ENSMMUG00000052398		AK157302
ENSMUSG00000063894	ENSMMUG00000003332	ZKSCAN8	Zkscan8
ENSMUSG00000025077	ENSMMUG00000016644	DCLRE1A	Dclre1a
ENSMUSG00000026626	ENSMMUG00000019771	PPP2R5A	Ppp2r5a
ENSMUSG00000019977	ENSMMUG00000004802	HBS1L	Hbs1l
ENSMUSG00000007892	ENSMMUG00000028777		Rplp1
ENSMUSG00000047515	ENSMMUG00000012788	C11H12orf60	BC049715
ENSMUSG00002076048	ENSMMUG00000062931	U6	Gm55621
ENSMUSG00000032547	ENSMMUG00000011270	RYK	Ryk
ENSMUSG00000001424	ENSMMUG00000015432	SND1	Snd1
ENSMUSG00000040618	ENSMMUG00000021590	PCK2	Pck2
ENSMUSG00000040511	ENSMMUG00000063402		Pvr
ENSMUSG00000040511	ENSMMUG00000003101		Pvr
ENSMUSG00000114279	ENSMMUG00000041727	H2BC5	H2bc14
ENSMUSG00000022575	ENSMMUG00000001633	GSDMD	Gsdmd
ENSMUSG00000012296	ENSMMUG00000023319	TJAP1	Tjap1
ENSMUSG00000041075	ENSMMUG00000045285	FZD7	Fzd7
ENSMUSG00000042046	ENSMMUG00000010478	DSTYK	Dstyk
ENSMUSG00000058773	ENSMMUG00000001442	H1-5	H1f5
ENSMUSG00000076745	ENSMMUG00000059649	TRGV10	Trgv4
ENSMUSG00000078810	ENSMMUG00000003117	GP6	Gp6
ENSMUSG00000078810	ENSMMUG00000052738		Gp6
ENSMUSG00000098678	ENSMMUG00000001639	MROH6	Mroh6
ENSMUSG00000028573	ENSMMUG00000002387	FGGY	Fggy
ENSMUSG00000076749	ENSMMUG00000063169		Trgc1
ENSMUSG00000076750	ENSMMUG00000059649	TRGV10	Trgv3
ENSMUSG00000091682	ENSMMUG00000063169		Trgc3
ENSMUSG00000022574	ENSMMUG00000001641	NAPRT	Naprt
ENSMUSG00000076752	ENSMMUG00000063169		Trgc2
ENSMUSG00000076754	ENSMMUG00000059649	TRGV10	Trgv2
ENSMUSG00000040498	ENSMMUG00000028750	IGSF23	Igsf23
ENSMUSG00000076755	ENSMMUG00000059649	TRGV10	Trgv1
ENSMUSG00000076757	ENSMMUG00000054077		Trgc4
ENSMUSG00000003062	ENSMMUG00000023659	STARD3NL	Stard3nl
ENSMUSG00000030541	ENSMMUG00000014833	IDH2	Idh2
ENSMUSG00000044162	ENSMMUG00000004415	TNIP3	Tnip3
ENSMUSG00000079479	ENSMMUG00000059926		Gm9112
ENSMUSG00000079479	ENSMMUG00000053182		Gm9112
ENSMUSG00000047361	ENSMMUG00000001883	KIAA2012	Gm973
ENSMUSG00000055762	ENSMMUG00000056934		Eef1d
ENSMUSG00000055762	ENSMMUG00000001645		Eef1d
ENSMUSG00000055762	ENSMMUG00000020716		Eef1d
ENSMUSG00000053205	ENSMMUG00000065151	STYX	Styx
ENSMUSG00000032913	ENSMMUG00000019098	LRIG2	Lrig2
ENSMUSG00000024127	ENSMMUG00000006311	PREPL	Prepl
ENSMUSG00000020385	ENSMMUG00000004002	CLK4	Clk4
ENSMUSG00000043298	ENSMMUG00000057254	SMCO3	Smco3
ENSMUSG00000118672	ENSMMUG00000047184		Muc4
ENSMUSG00000026021	ENSMMUG00000043311		Sumo1
ENSMUSG00000026021	ENSMMUG00000005240	SUMO1	Sumo1
ENSMUSG00000026021	ENSMMUG00000043345		Sumo1
ENSMUSG00000049939	ENSMMUG00000015436	LRRC4	Lrrc4
ENSMUSG00000008435	ENSMMUG00000022322		Rdh13
ENSMUSG00000008435	ENSMMUG00000059308		Rdh13
ENSMUSG00000049001	ENSMMUG00000013989	NDNF	Ndnf
ENSMUSG00000035638	ENSMMUG00000008355	MUC20	Muc20
ENSMUSG00000099517	ENSMMUG00000054702		H3c8
ENSMUSG00000114456	ENSMMUG00000061648		H2bc9
ENSMUSG00000030217	ENSMMUG00000055214	ART4	Art4
ENSMUSG00000100210	ENSMMUG00000054078	HIST2H3A	H3c7
ENSMUSG00000026696	ENSMMUG00000023203	VAMP4	Vamp4
ENSMUSG00000019970	ENSMMUG00000008140	SGK1	Sgk1
ENSMUSG00000052565	ENSMMUG00000022050	H1-3	H1f3
ENSMUSG00000032254	ENSMMUG00000014887	KIF23	Kif23
ENSMUSG00000037722	ENSMMUG00000011571	GNPNAT1	Gnpnat1
ENSMUSG00000059201	ENSMMUG00000005322	LEP	Lep
ENSMUSG00000069272	ENSMMUG00000060663	HIST1H2AE	H2ac8
ENSMUSG00000035629	ENSMMUG00000006623	RUBCN	Rubcn
ENSMUSG00000070777	ENSMMUG00000064268	CEACAM20	Ceacam20
ENSMUSG00000099583	ENSMMUG00000054078	HIST2H3A	H3c4
ENSMUSG00000028572	ENSMMUG00000012850	HOOK1	Hook1
ENSMUSG00000030218	ENSMMUG00000047247	MGP	Mgp
ENSMUSG00000051627	ENSMMUG00000023748	H1-4	H1f4
ENSMUSG00000069270	ENSMMUG00000060663	HIST1H2AE	H2ac6
ENSMUSG00000030219	ENSMMUG00000018030	ERP27	Erp27
ENSMUSG00000018102	ENSMMUG00000057462		H2bc4
ENSMUSG00000036211	ENSMMUG00000051980	H1-6	H1f6
ENSMUSG00000048078	ENSMMUG00000042218	TENM4	Tenm4
ENSMUSG00000030254	ENSMMUG00000020013	RAD18	Rad18
ENSMUSG00000118779	ENSMMUG00000028336	U6	Gm26091
ENSMUSG00000032902	ENSMMUG00000006171	SLC16A1	Slc16a1
ENSMUSG00000077484	ENSMMUG00000033004		Gm25274
ENSMUSG00000077484	ENSMMUG00000032915		Gm25274
ENSMUSG00000077484	ENSMMUG00000032744		Gm25274
ENSMUSG00000118925	ENSMMUG00000033004		Gm22115
ENSMUSG00000118925	ENSMMUG00000032915		Gm22115
ENSMUSG00000118925	ENSMMUG00000032744		Gm22115
ENSMUSG00000033352	ENSMMUG00000019842	MAP2K4	Map2k4
ENSMUSG00000032548	ENSMMUG00000012605	SLCO2A1	Slco2a1
ENSMUSG00000089452	ENSMMUG00000033097	U6	Gm24223
ENSMUSG00000089452	ENSMMUG00000032903	U6	Gm24223
ENSMUSG00000089452	ENSMMUG00000027682	U6	Gm24223
ENSMUSG00000071037	ENSMMUG00000006312	CAMKMT	Camkmt
ENSMUSG00000040213	ENSMMUG00000018795	KYAT3	Kyat3
ENSMUSG00000119737	ENSMMUG00000033004		Gm23923
ENSMUSG00000119737	ENSMMUG00000032915		Gm23923
ENSMUSG00000119737	ENSMMUG00000032744		Gm23923
ENSMUSG00000058258	ENSMMUG00000017115	IDI1	Idi1
ENSMUSG00000037712	ENSMMUG00000010689	FERMT2	Fermt2
ENSMUSG00000047428	ENSMMUG00000062054	DLK2	Dlk2
ENSMUSG00000079476	ENSMMUG00000059926		1700011M02Rik
ENSMUSG00000079476	ENSMMUG00000053182		1700011M02Rik
